순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도,
3564,사하구,괴정동,,550-6,괴정삼익아파트 앞,유,8,24,195,128.9848254,35.09946699,괴정삼익아파트 앞
3536,사하구,당리동,,656-26,괴정신성아파트,유,6,13,81,128.9779643,35.09938542,괴정신성아파트
3533,사하구,괴정동,,563-44,괴정아파트,유,6,9,56,128.9839641,35.0975736,괴정아파트
3479,사하구,괴정동,,526-9,괴정천일로얄맨션,유,6,13,75,128.9909733,35.09687656,괴정천일로얄맨션
2604,연제구,거제동,,129-1,교대 한양프라자,유,8,21,153,129.0809595,35.1960056,교대 한양프라자
2701,연제구,거제동,,129-1,교대로타리,유,8,32,257,129.0799412,35.19610666,교대로타리
2133,기장군,기장읍,동부리,45760,교리삼거리,유,9,24,207,129.2209936,35.25120308,교리삼거리
2134,기장군,기장읍,동부리,산3-3,교리삼거리,유,8,24,156,129.2209135,35.25143562,교리삼거리
2135,기장군,기장읍,동부리,산3-3,교리삼거리,유,7,9,57,129.2208634,35.2517326,교리삼거리
1223,부산진구,양정동,,455,교육위원회,유,4,18,69,129.0637818,35.17467404,교육위원회
1227,부산진구,양정동,,455,교육위원회,유,7,24,88,129.0637642,35.17500212,교육위원회
1379,부산진구,양정동,,455,교육위원회,유,9,29,250,129.0634256,35.17485163,교육위원회
1380,부산진구,양정동,,501-15,교육위원회,유,9,29,255,129.0658529,35.17475915,교육위원회
2130,기장군,기장읍,동부리,151-1,구기장군청,유,6,22,136,129.2156748,35.25061518,구기장군청
2131,기장군,기장읍,동부리,336-7,구기장군청,유,6,20,119,129.2159447,35.25074708,구기장군청
1729,서구,동대신동3가,,134-2,구덕로타리,유,30,19,181,129.0176868,35.11602258,구덕로타리
1790,서구,동대신동3가,,138-6,구덕로타리,유,9,29,274,129.0181482,35.1152406,구덕로타리
1735,서구,동대신동3가,,63-115,구덕로타리윗쪽삼거리,유,4,12,50,129.0187796,35.11824225,구덕로타리윗쪽삼거리
1791,서구,서대신동3가,,249-1,구덕운동장,유,6,19,106,129.0141424,35.11469923,구덕운동장
1792,서구,동대신동3가,,249-1,구덕운동장,유,12,13,159,129.0153145,35.11475896,구덕운동장
1793,서구,동대신동3가,,249-1,구덕운동장,유,9,16,125,129.0153435,35.11508648,구덕운동장
1794,서구,동대신동3가,,249-1,구덕운동장,유,9,23,169,129.0150468,35.11494615,구덕운동장
2921,강서구,구랑동,,1246,구랑주유소,유,8,20,164,128.8556212,35.12688488,구랑주유소
2922,강서구,구랑동,,1246,구랑주유소,유,6,30,174,128.8551318,35.12742426,구랑주유소
2923,강서구,구랑동,,1246,구랑주유소,유,8,39,331,128.8550586,35.12705011,구랑주유소
2924,강서구,구랑동,,1246,구랑주유소,유,8,40,326,128.8555734,35.12736071,구랑주유소
3300,금정구,구서동,,936-8,구서경보아파트앞,유,6,9,52,129.0931229,35.25280968,구서경보아파트앞
3318,금정구,구서동,,409-14,구서동부산은행,유,8,9,66,129.0888706,35.2468846,구서동부산은행
3319,금정구,구서동,,414-74,구서동부산은행,유,7,9,60,129.0886708,35.24514491,구서동부산은행
3265,금정구,구서동,,718-7,구서롯데캐슬101동,유,7,13,88,129.0882082,35.24942681,구서롯데캐슬101동
3266,금정구,구서동,,718-9,구서롯데캐슬101동,유,7,11,77,129.0881335,35.24928273,구서롯데캐슬101동
3281,금정구,구서동,,718-7,구서롯데캐슬101동,유,7,12,91,129.0878974,35.24945532,구서롯데캐슬101동
3283,금정구,구서동,,704,구서롯데캐슬6번출구,유,8,13,101,129.0863177,35.24946399,구서롯데캐슬6번출구
3284,금정구,구서동,,714-3,구서롯데캐슬6번출구,유,8,12,94,129.0852664,35.24935676,구서롯데캐슬6번출구
3285,금정구,구서동,,산136-1,구서롯데캐슬6번출구,유,8,20,158,129.0849325,35.24955453,구서롯데캐슬6번출구
3373,금정구,구서동,,714-3,구서롯데캐슬6번출구,유,6,22,132,129.0849669,35.24918,구서롯데캐슬6번출구
3302,금정구,구서동,,1034-2,구서롯데캐슬APT윗쪽길,유,8,14,110,129.0843131,35.2529092,구서롯데캐슬APT윗쪽길
3374,금정구,구서동,,1056,구서쌍용예가입구,유,2,5,11,129.0851139,35.24762011,구서쌍용예가입구
3275,금정구,구서동,,87-53,구서여중입구,유,7,10,71,129.0885737,35.24811812,구서여중입구
3359,금정구,구서동,,742-7,구서초교,유,11,6,60,129.0877317,35.25481269,구서초교
3360,금정구,구서동,,742-26,구서초교,유,7,10,64,129.0876193,35.25460546,구서초교
3361,금정구,구서동,,742-11,구서초교,유,11,6,64,129.0877283,35.2545546,구서초교
2217,사상구,학장동,,1190-6,구치소입구,유,4,12,39,128.9942888,35.14640523,구치소입구
2375,사상구,학장동,,1190-2,구치소입구,유,6,15,95,128.9944413,35.14635636,구치소입구
3546,사하구,구평동,,297,구평가구마트입구(당산나무),유,3,30,90,128.9906496,35.0768609,구평가구마트입구(당산나무)
3547,사하구,구평동,,443,구평가구마트입구(당산나무),유,3,5,12,128.9906551,35.07706949,구평가구마트입구(당산나무)
3614,사하구,구평동,,297,구평가구마트입구(당산나무),유,8,21,173,128.9904635,35.07608402,구평가구마트입구(당산나무)
3615,사하구,구평동,,443,구평가구마트입구(당산나무),유,8,22,184,128.9904885,35.07724333,구평가구마트입구(당산나무)
3639,사하구,구평동,,23012,구평초교,유,8,20,164,128.9894856,35.08618957,구평초교
3640,사하구,구평동,,23012,구평초교,유,8,25,205,128.9893977,35.08585933,구평초교
3641,사하구,구평동,,23012,구평초교,유,7,18,121,128.9904165,35.08568839,구평초교
711,북구,구포동,,625-39,구포 교보생명,유,8,35,253,129.0044049,35.20549652,구포 교보생명
718,북구,구포동,,922-1,구포대교입구삼거리,유,6,21,125,128.9972985,35.19999762,구포대교입구삼거리
719,북구,구포동,,922-1,구포대교입구삼거리,유,9,19,170,128.9964808,35.19890907,구포대교입구삼거리
720,북구,구포동,,산36-9,구포대교입구삼거리,유,6,18,113,128.9983086,35.2010753,구포대교입구삼거리
721,북구,구포동,,930-21,구포대교입구삼거리,유,7,22,152,128.9980969,35.20104494,구포대교입구삼거리
722,북구,구포동,,930-21,구포대교입구삼거리,유,7,19,127,128.9980445,35.20121851,구포대교입구삼거리
724,북구,구포동,,500,구포맨션,유,7,26,163,129.0001453,35.20933133,구포맨션
733,북구,구포동,,896,구포삼정그린코아,유,7,19,134,128.9945882,35.19629894,구포삼정그린코아
725,북구,덕천동,,471,구포시장,유,6,8,51,129.0028235,35.20963597,구포시장
726,북구,덕천동,,732-5,구포시장,유,8,9,77,129.0028502,35.20942303,구포시장
727,북구,덕천동,,599-15,구포시장,유,7,10,76,129.0033824,35.2095139,구포시장
728,북구,덕천동,,471,구포시장,유,8,10,59,129.0033011,35.20970611,구포시장
623,북구,구포동,,1141-177,구포초등학교,유,5,9,49,129.0012873,35.20423827,구포초등학교
624,북구,구포동,,723-5,구포초등학교,유,6,8,32,129.0012259,35.20459422,구포초등학교
714,북구,구포동,,1141-177,구포초등학교,유,6,21,129,129.0014393,35.20447667,구포초등학교
715,북구,구포동,,1141-177,구포초등학교,유,7,21,135,129.0010039,35.20434656,구포초등학교
716,북구,구포동,,652-7,구포초등학교,유,6,22,141,129.0034399,35.20490928,구포초등학교
614,북구,구포동,,1232-26,구포해피타운,유,15,9,127,129.0097201,35.19553319,구포해피타운
615,북구,구포동,,1290,구포해피타운,유,14,10,99,129.0105334,35.19531592,구포해피타운
648,북구,구포동,,912-3,구포협진태양쇼핑프라자,유,4,4,18,128.9956275,35.19807283,구포협진태양쇼핑프라자
2158,사상구,학장동,,171-1,구학초등학교,유,7,12,80,128.9936119,35.13733579,구학초등학교
3420,금정구,남산동,,14246,국도주유소,유,10,23,218,129.0919654,35.26300301,국도주유소
1540,영도구,동삼동,,1126-8,국립과학수사연구소,유,8,13,101,129.0746354,35.08093649,국립과학수사연구소
387,해운대구,중동,,1439-63,국민문화회관(22),유,9,20,168,129.1739737,35.17207975,국민문화회관(22)
388,해운대구,중동,,178-34,국민문화회관(22),유,4,15,61,129.1737886,35.17188946,국민문화회관(22)
389,해운대구,중동,,178-34,국민문화회관(22),유,8,24,195,129.1738903,35.17173832,국민문화회관(22)
390,해운대구,중동,,1439-63,국민문화회관(22),유,8,20,165,129.1742613,35.1717,국민문화회관(22)
391,해운대구,중동,,1470,국민문화회관(22),유,9,22,203,129.1743605,35.17206861,국민문화회관(22)
705,북구,화명동,,2273,국민은행 화명지점,유,8,33,261,129.0119959,35.23483316,국민은행 화명지점
1724,서구,암남동,,633-8,국일상사(주유소),유,6,15,91,129.0074537,35.07144163,국일상사(주유소)
1725,서구,암남동,,633-8,국일상사(주유소),유,7,15,105,129.0081045,35.07043941,국일상사(주유소)
344,동래구,안락동,,15-61,국정교과서앞,유,15,24,211,129.1166498,35.20028094,국정교과서앞
2179,사상구,삼락동,,516-67,국제상사후문(괘법한신아파트),유,9,6,45,128.9769903,35.16809073,국제상사후문(괘법한신아파트)
2341,사상구,삼락동,,517-10,국제상사후문(괘법한신아파트),유,8,25,206,128.9767495,35.1682831,국제상사후문(괘법한신아파트)
2342,사상구,삼락동,,416-28,국제상사후문(괘법한신아파트),유,8,29,235,128.9768268,35.1697169,국제상사후문(괘법한신아파트)
1078,동래구,명장동,,308-7,국제파크아파트,유,6,17,100,129.1011732,35.2064035,국제파크아파트
1079,동래구,명장동,,308-7,국제파크아파트,유,6,19,115,129.1005566,35.20631845,국제파크아파트
2489,수영구,망미동,,427-1,국화맨션,유,6,18,116,129.1085511,35.1731263,국화맨션
3577,사하구,신평동,,45918,군부대(예비군훈련장),유,6,14,85,128.9771972,35.09524458,군부대(예비군훈련장)
3578,사하구,신평동,,45918,군부대(예비군훈련장),유,6,15,90,128.9767497,35.09488789,군부대(예비군훈련장)
3579,사하구,신평동,,45918,군부대(예비군훈련장),유,9,22,137,128.9777316,35.09487411,군부대(예비군훈련장)
3580,사하구,신평동,,45918,군부대(예비군훈련장),유,4,11,41,128.9775352,35.0950842,군부대(예비군훈련장)
220,해운대구,우동,,760-12,그랜드호텔,유,7,19,128,129.1545942,35.15852204,그랜드호텔
221,해운대구,우동,,699-9,그랜드호텔,유,8,18,148,129.1561997,35.15851943,그랜드호텔
450,해운대구,우동,,662,글로리콘도,유,7,19,131,129.1583466,35.15913787,글로리콘도
1049,동래구,온천동,,45674,금강공영주차장,유,6,13,79,129.0773572,35.22320187,금강공영주차장
1053,동래구,온천동,,330-4,금강공원입구,유,6,19,110,129.0764656,35.21932309,금강공원입구
1054,동래구,온천동,,265-15,금강공원입구,유,6,13,72,129.0764928,35.21984917,금강공원입구
1055,동래구,온천동,,276-42,금강공원입구,유,6,13,74,129.076622,35.22112371,금강공원입구
1750,서구,암남동,,16-15,금강송도타운,유,9,24,209,129.0124057,35.0819601,금강송도타운
1016,동래구,온천동,,1486,금강시장입구,유,8,12,90,129.0694482,35.20196218,금강시장입구
3323,금정구,구서동,,931,금강주유소,유,4,22,92,129.0912156,35.26034957,금강주유소
3408,금정구,구서동,,931,금강주유소,유,8,25,200,129.0913797,35.26013572,금강주유소
1203,동래구,사직동,,1486,금강초교,유,8,22,180,129.0656026,35.20190501,금강초교
576,북구,금곡동,,20821,금곡금창초교옆,유,12,7,88,129.0202511,35.26460825,금곡금창초교옆
579,북구,금곡동,,20821,금곡금창초교옆,유,6,14,88,129.0204468,35.26485644,금곡금창초교옆
584,북구,금곡동,,20821,금곡금창초교옆,유,6,13,78,129.0206121,35.26536631,금곡금창초교옆
592,북구,금곡동,,20821,금곡금창초교옆,유,10,9,77,129.0206032,35.26565768,금곡금창초교옆
582,북구,금곡동,,1113-1,금곡동사무소,유,4,12,48,129.0125406,35.25031515,금곡동사무소
739,북구,금곡동,,1114-4,금곡동사무소,유,8,29,242,129.0122744,35.25033393,금곡동사무소
529,북구,금곡동,,1109,금곡신금초교입구,유,8,12,94,129.0147331,35.24927239,금곡신금초교입구
530,북구,금곡동,,1109,금곡신금초교입구,유,7,13,60,129.0145527,35.24940222,금곡신금초교입구
552,북구,금곡동,,19511,금곡역,유,6,12,72,129.0176017,35.26767757,금곡역
734,북구,금곡동,,19511,금곡역,유,8,29,229,129.0175931,35.26815602,금곡역
531,북구,금곡동,,1636,금곡이안APT,유,6,8,48,129.0118094,35.25665904,금곡이안APT
710,북구,금곡동,,1636,금곡이안APT,유,15,28,226,129.0116612,35.25681847,금곡이안APT
594,북구,금곡동,,19511,금곡주공1단지101동앞,유,11,6,66,129.0193497,35.26700113,금곡주공1단지101동앞
550,북구,금곡동,,1423,금곡주공411동앞,유,7,13,97,129.0141795,35.25147233,금곡주공411동앞
554,북구,금곡동,,1423,금곡주공411동앞,유,7,15,82,129.014001,35.25161679,금곡주공411동앞
557,북구,금곡동,,1108,금곡주공411동앞,유,6,13,75,129.0141221,35.25183003,금곡주공411동앞
622,북구,금곡동,,1010-9,금곡주공411동앞,유,10,12,74,129.0139241,35.25305838,금곡주공411동앞
536,북구,금곡동,,810,금곡주공905동앞,유,11,9,88,129.0137735,35.25625966,금곡주공905동앞
544,북구,금곡동,,810,금곡주공905동앞,유,12,8,87,129.0135324,35.25650166,금곡주공905동앞
547,북구,금곡동,,810,금곡주공905동앞,유,12,8,85,129.0139032,35.25667321,금곡주공905동앞
514,북구,금곡동,,810,금곡주공아파트8단지앞(801동),유,12,8,85,129.0147446,35.25814444,금곡주공아파트8단지앞(801동)
515,북구,금곡동,,810,금곡주공아파트9단지앞(901동),유,13,7,89,129.0137672,35.25477543,금곡주공아파트9단지앞(901동)
551,북구,금곡동,,1636,금곡주유소,유,6,13,79,129.0147041,35.26234437,금곡주유소
735,북구,금곡동,,1636,금곡주유소,유,20,16,222,129.0151326,35.26378486,금곡주유소
599,북구,금곡동,,107,금곡중학교앞(금곡초교정문앞),유,12,7,77,129.0163649,35.26108404,금곡중학교앞(금곡초교정문앞)
603,북구,금곡동,,104,금곡중학교앞(금곡초교정문앞),유,12,7,78,129.0162189,35.259993,금곡중학교앞(금곡초교정문앞)
606,북구,금곡동,,104,금곡중학교앞(금곡초교정문앞),유,11,7,69,129.0163124,35.26020993,금곡중학교앞(금곡초교정문앞)
608,북구,금곡동,,104,금곡중학교앞(금곡초교정문앞),유,10,8,46,129.0164006,35.26009271,금곡중학교앞(금곡초교정문앞)
516,북구,금곡동,,126,금곡초교(금곡2차유림아파트),유,11,8,77,129.0164448,35.26218587,금곡초교(금곡2차유림아파트)
517,북구,금곡동,,126,금곡초교(금곡2차유림아파트),유,11,9,87,129.0162382,35.26201735,금곡초교(금곡2차유림아파트)
518,북구,금곡동,,126,금곡초교(금곡2차유림아파트),유,11,8,79,129.0164183,35.26186654,금곡초교(금곡2차유림아파트)
519,북구,금곡동,,126,금곡초교(금곡2차유림아파트),유,12,7,76,129.0166486,35.26199676,금곡초교(금곡2차유림아파트)
521,북구,금곡동,,157,금곡초교(금곡2차유림아파트),유,6,13,79,129.0164938,35.26285046,금곡초교(금곡2차유림아파트)
2502,수영구,남천동,,30-27,금련산입구,유,7,18,122,129.110317,35.14745971,금련산입구
2914,강서구,봉림동,,45831,금룡주유소,유,8,17,139,128.903003,35.18626395,금룡주유소
3409,금정구,금사동,,117-7,금사덕천탕,유,10,14,96,129.1158912,35.21605415,금사덕천탕
3410,금정구,금사동,,117-7,금사덕천탕,유,7,14,93,129.1169858,35.21652972,금사덕천탕
3334,금정구,금사동,,131-6,금사동삼일금속앞,유,4,8,30,129.1119137,35.21929835,금사동삼일금속앞
3335,금정구,금사동,,132-7,금사동삼일금속앞,유,6,7,45,129.1117795,35.21926292,금사동삼일금속앞
3336,금정구,금사동,,70-18,금사동삼일금속앞,유,4,8,32,129.111772,35.21938144,금사동삼일금속앞
3413,금정구,서동,,206-6,금사로타리,유,6,16,98,129.1082464,35.21389137,금사로타리
3414,금정구,서동,,105-10,금사로타리,유,8,14,111,129.1087831,35.214151,금사로타리
3330,금정구,금사동,,354-1,금사여중,유,9,9,81,129.1106917,35.2220981,금사여중
3328,금정구,서동,,45715,금사중학교,유,7,10,66,129.1066692,35.21987216,금사중학교
3329,금정구,서동,,45715,금사중학교,유,7,10,67,129.1068294,35.22001301,금사중학교
3331,금정구,서동,,85-17,금사초교,유,6,10,58,129.1100377,35.21832919,금사초교
3274,금정구,남산동,,973-9,금샘초등학교,유,7,12,74,129.0852108,35.26907234,금샘초등학교
3389,금정구,노포동,,288-3,금정경기장,유,7,25,166,129.098613,35.29149364,금정경기장
3390,금정구,노포동,,산15-5,금정경기장,유,8,28,225,129.0994241,35.29233967,금정경기장
3322,금정구,구서동,,30682,금정경찰서,유,14,30,302,129.0926527,35.24598065,금정경찰서
3424,금정구,구서동,,30682,금정경찰서,유,4,36,153,129.0926775,35.24682203,금정경찰서
3425,금정구,구서동,,84-18,금정경찰서,유,4,9,41,129.0929767,35.24696258,금정경찰서
3415,동래구,명장동,,산65-39,금정고교,유,12,8,90,129.104303,35.2099798,금정고교
3416,동래구,명장동,,478-11,금정고교,유,13,8,92,129.1051814,35.21046591,금정고교
3316,금정구,구서동,,415-27,금정교,유,8,26,207,129.0916043,35.2449866,금정교
3317,금정구,구서동,,415-27,금정교,유,7,31,123,129.0913342,35.24489731,금정교
3433,금정구,부곡동,,22-17,금정구청(동래여고),유,8,25,197,129.0930176,35.24255586,금정구청(동래여고)
1056,동래구,온천동,,340-15,금정산(등산로)입구,유,6,14,86,129.0741071,35.21746884,금정산(등산로)입구
692,북구,만덕동,,960,금정산LH뉴웰시티아파트 102동앞 삼거리,유,,,,129.038034,35.21513916,금정산LH뉴웰시티아파트 102동앞 삼거리
693,북구,만덕동,,960,금정산LH뉴웰시티아파트 102동앞 삼거리,유,,,,129.0380473,35.21500078,금정산LH뉴웰시티아파트 102동앞 삼거리
694,북구,만덕동,,960,금정산LH뉴웰시티아파트 102동앞 삼거리,유,,,,129.0377673,35.21493055,금정산LH뉴웰시티아파트 102동앞 삼거리
1675,북구,만덕동,,960,금정산LH뉴웰시티아파트 102동앞 삼거리,유,,,,129.0377599,35.21513645,금정산LH뉴웰시티아파트 102동앞 삼거리
704,북구,만덕동,,960,금정산LH뉴웰시티아파트 109동 입구,유,,,,129.0328359,35.21522824,금정산LH뉴웰시티아파트 109동 입구
699,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.0351834,35.21664957,금정산LH뉴웰시티아파트 112동앞 사거리
701,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.0334917,35.21617453,금정산LH뉴웰시티아파트 112동앞 사거리
702,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.033707,35.21605524,금정산LH뉴웰시티아파트 112동앞 사거리
703,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.0335159,35.21602016,금정산LH뉴웰시티아파트 112동앞 사거리
1676,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.0352458,35.21677101,금정산LH뉴웰시티아파트 112동앞 사거리
1677,북구,만덕동,,960,금정산LH뉴웰시티아파트 112동앞 사거리,유,,,,129.0337082,35.21623573,금정산LH뉴웰시티아파트 112동앞 사거리
695,북구,만덕동,,960,금정산LH뉴웰시티아파트 정문앞,유,,,,129.0365604,35.21572058,금정산LH뉴웰시티아파트 정문앞
696,북구,만덕동,,960,금정산LH뉴웰시티아파트 정문앞,유,,,,129.0364771,35.21589766,금정산LH뉴웰시티아파트 정문앞
697,북구,만덕동,,960,금정산LH뉴웰시티아파트 정문앞,유,,,,129.0366923,35.21591387,금정산LH뉴웰시티아파트 정문앞
698,북구,만덕동,,960,금정산LH뉴웰시티아파트 정문앞,유,,,,129.0367836,35.21572021,금정산LH뉴웰시티아파트 정문앞
3307,금정구,서동,,산77-3,금정여고뒤 삼거리,유,6,8,44,129.0999424,35.22089528,금정여고뒤 삼거리
3321,금정구,서동,,33208,금정전자공고,유,6,12,74,129.1078947,35.22078675,금정전자공고
3268,금정구,장전동,,717,금정초교,유,7,8,47,129.0831366,35.22717603,금정초교
3269,금정구,장전동,,717,금정초교,유,6,16,88,129.0831058,35.22731104,금정초교
3270,금정구,장전동,,717,금정초교,유,4,9,34,129.0832617,35.22740645,금정초교
3271,금정구,장전동,,717,금정초교,유,6,10,55,129.0832852,35.22724132,금정초교
3378,금정구,장전동,,632-6,금정초교후문,유,6,13,76,129.0857655,35.22616619,금정초교후문
3616,사하구,구평동,,산94-6,금화냉동(정현냉동),유,8,21,164,128.9904273,35.07141205,금화냉동(정현냉동)
481,해운대구,우동,,837-8,기계공고,유,11,19,118,129.1512685,35.16009542,기계공고
482,해운대구,우동,,884-3,기계공고,유,4,31,99,129.1541402,35.16089393,기계공고
483,해운대구,우동,,884-3,기계공고,유,15,12,131,129.1539298,35.16093303,기계공고
484,해운대구,우동,,693-3,기계공고,유,15,11,129,129.1542571,35.16106353,기계공고
2827,강서구,대저2동,,3135,기계공구단지 M2블럭,유,6,11,61,128.9560782,35.16806156,기계공구단지 M2블럭
3604,사하구,장림동,,1065,기동대1별관앞,유,6,14,89,128.9726735,35.08362334,기동대1별관앞
3605,사하구,장림동,,1065,기동대1별관앞,유,7,14,92,128.9726354,35.08297276,기동대1별관앞
3706,사하구,신평동,,1065,기동대입구,유,11,30,296,128.9724647,35.08521527,기동대입구
3707,사하구,신평동,,1065,기동대입구,유,9,19,152,128.9727265,35.0849065,기동대입구
3708,사하구,신평동,,1065,기동대입구,유,9,27,228,128.9730766,35.08519183,기동대입구
3709,사하구,신평동,,1065,기동대입구,유,7,14,99,128.9727768,35.0855021,기동대입구
1734,서구,암남동,,534-3,기산비치(송도해수욕장),유,6,12,70,129.0166118,35.07588145,기산비치(송도해수욕장)
1742,서구,암남동,,534-6,기산비치(송도해수욕장),유,7,13,88,129.0160433,35.07660335,기산비치(송도해수욕장)
1743,서구,암남동,,533-1,기산비치(송도해수욕장),유,6,13,83,129.0161156,35.07596076,기산비치(송도해수욕장)
1744,서구,암남동,,538-20,기산비치(송도해수욕장),유,6,20,121,129.0162524,35.07571275,기산비치(송도해수욕장)
1846,기장군,기장읍,청강리,586,기장 무곡마을,유,6,10,62,129.2121415,35.22682817,기장 무곡마을
2099,기장군,일광면,삼성리,510-14,기장경찰서,유,21,14,181,129.2241994,35.25623284,기장경찰서
1856,기장군,기장읍,교리,365,기장교리초교,유,4,7,29,129.2158389,35.25397955,기장교리초교
2108,기장군,기장읍,교리,365,기장교리초교,유,6,12,74,129.2156726,35.25409038,기장교리초교
2109,기장군,기장읍,교리,365,기장교리초교,유,8,13,110,129.2160199,35.25416612,기장교리초교
2136,기장군,기장읍,신천리,482-4,기장군청,유,8,25,210,129.220961,35.24506287,기장군청
1889,기장군,기장읍,서부리,398,기장그랜드호텔,유,4,6,22,129.2089562,35.24971737,기장그랜드호텔
2126,기장군,기장읍,서부리,398,기장그랜드호텔,유,8,22,177,129.2091294,35.24973408,기장그랜드호텔
1830,기장군,기장읍,대라리,117-9,기장농협앞,유,5,7,31,129.2133067,35.24124629,기장농협앞
1866,기장군,기장읍,대라리,127-9,기장농협앞,유,4,7,46,129.2137086,35.24124285,기장농협앞
2113,기장군,기장읍,대라리,1060,기장농협앞,유,4,15,61,129.213486,35.24112178,기장농협앞
2114,기장군,기장읍,대라리,419-14,기장농협앞,유,6,15,90,129.2134928,35.24140983,기장농협앞
1922,기장군,장안읍,명례리,산42,기장명례주유소,유,21,13,203,129.2557349,35.38506012,기장명례주유소
2140,기장군,기장읍,청강리,131-10,기장벽산아파트,유,8,23,186,129.2199868,35.23935736,기장벽산아파트
1853,기장군,기장읍,대라리,176-5,기장복지회관,유,4,8,31,129.2131726,35.23537873,기장복지회관
1854,기장군,기장읍,대라리,164-5,기장복지회관,유,4,10,41,129.2132343,35.23676204,기장복지회관
1868,기장군,기장읍,대라리,775-10,기장시장,유,7,13,42,129.2137153,35.24317023,기장시장
2105,기장군,기장읍,대라리,417-3,기장시장,유,6,14,81,129.2135378,35.24299595,기장시장
2106,기장군,기장읍,대라리,775-10,기장시장,유,6,20,117,129.2135576,35.24330818,기장시장
2115,기장군,기장읍,동부리,382-1,기장신한은행,유,6,14,88,129.213832,35.24807904,기장신한은행
1855,기장군,기장읍,대라리,287,기장유성테크노산업,유,4,9,31,129.2132827,35.23775868,기장유성테크노산업
2110,기장군,기장읍,대라리,287,기장유성테크노산업,유,7,14,93,129.2133139,35.2380536,기장유성테크노산업
1852,기장군,기장읍,동부리,166,기장제일은행,유,6,13,76,129.2134922,35.24518488,기장제일은행
1861,기장군,기장읍,대라리,428-1,기장제일은행,유,7,13,84,129.2139114,35.24516669,기장제일은행
2116,기장군,기장읍,대라리,775-10,기장제일은행,유,7,19,108,129.2136863,35.24506332,기장제일은행
1851,기장군,기장읍,청강리,328-6,기장주공아파트,유,6,16,62,129.2169294,35.23421967,기장주공아파트
2137,기장군,기장읍,청강리,45701,기장현대아파트,유,8,22,177,129.2206641,35.24339796,기장현대아파트
430,해운대구,반여동,,1291-312,김종규치과의원,유,7,13,95,129.1310604,35.19746227,김종규치과의원
26,해운대구,우동,,1445,까르푸 뒤 사거리,유,7,15,86,129.1467033,35.15707349,까르푸 뒤 사거리
28,해운대구,우동,,1445,까르푸 뒤 사거리,유,6,22,130,129.1466358,35.15724801,까르푸 뒤 사거리
43,해운대구,우동,,1445,까르푸 뒤 사거리,유,6,15,89,129.1469244,35.15714712,까르푸 뒤 사거리
44,해운대구,우동,,1445,까르푸 뒤 사거리,유,6,14,85,129.1468116,35.15735537,까르푸 뒤 사거리
46,해운대구,우동,,1445,까멜리아아파트,유,6,15,88,129.1482457,35.15657037,까멜리아아파트
47,해운대구,우동,,1445,까멜리아아파트,유,6,15,92,129.1487749,35.15682144,까멜리아아파트
1142,동래구,온천동,,1421-7,나눔과행복병원,유,8,24,203,129.0689546,35.20682394,나눔과행복병원
525,북구,화명동,,산74-1,낙동고교 주변,유,5,12,60,129.0092737,35.21752195,낙동고교 주변
3209,강서구,명지동,,608-1176,낙동사회복지관,유,9,26,233,128.9034701,35.11889382,낙동사회복지관
3522,사하구,당리동,,313-33,낙동초등학교,유,7,13,89,128.9732687,35.1049344,낙동초등학교
1045,동래구,낙민동,,633-73,낙민동연산교앞,유,6,7,40,129.0989542,35.19228816,낙민동연산교앞
1076,동래구,낙민동,,633-92,낙민동연산교앞,유,7,22,146,129.0991829,35.19242938,낙민동연산교앞
979,남구,감만동,,33-380,남강시장,유,9,16,145,129.0870104,35.12358131,남강시장
854,남구,대연동,,1600-159,남구청사 앞,유,12,12,136,129.0839504,35.13548416,남구청사 앞
853,남구,대연동,,1265-12,남구청옆 동원로얄듀크,유,4,12,57,129.0869138,35.13578329,남구청옆 동원로얄듀크
2650,연제구,거제동,,1501,남문구PB,유,9,32,276,129.0716411,35.18963323,남문구PB
2605,연제구,거제동,,1498-1,남문구철길4거리(남문구로타리),유,8,34,286,129.0726094,35.18915238,남문구철길4거리(남문구로타리)
2606,연제구,거제동,,1190-1,남문구철길4거리(남문구로타리),유,8,39,325,129.0733485,35.18807865,남문구철길4거리(남문구로타리)
2607,연제구,거제동,,18-21,남문구철길4거리(남문구로타리),유,8,30,241,129.0749195,35.18819266,남문구철길4거리(남문구로타리)
1720,서구,충무동3가,,54,남부민1동새마을금고,유,8,8,65,129.0221321,35.09287699,남부민1동새마을금고
1730,서구,남부민동,,643-13,남부민1동새마을금고,유,7,7,47,129.0225454,35.09177372,남부민1동새마을금고
1718,서구,남부민동,,32568,남부민초교,유,8,9,75,129.0234359,35.08947045,남부민초교
991,남구,대연동,,13881,남부서,유,8,24,200,129.1028746,35.1387144,남부서
